,category,titles,pageids
207,Autos & Vehicles>Vehicle Brands>Volkswagen,"['Volkswagen', 'Volkswagen Group', 'Volkswagen Up', 'Volkswagen Transporter', 'Volkswagen Golf', 'Volkswagen Jetta', 'Volkswagen Passat', 'Volkswagen Beetle', 'Volkswagen Type 3', 'SAIC Volkswagen', 'Volkswagen Polo', 'Volkswagen emissions scandal', 'Volkswagen Golf Mk4', 'Volkswagen Golf Mk5', 'Volkswagen Microbus Concept', 'Volkswagen do Brasil', 'Volkswagen Golf Mk1', 'Volkswagen Group of America', 'Volkswagen Fox', 'Volkswagen Beetle (A5)', 'Volkswagen Passat NMS', 'Volkswagen Amarok', 'Volkswagen Group Sales India', 'Volkswagen Lavida', 'Volkswagen CC', 'Volkswagen Golf Mk3', 'Volkswagen Gol', 'Volkswagen Touareg', 'Volkswagen Scirocco', 'Volkswagen Type 2', 'List of Volkswagen passenger vehicles', 'Volkswagen Brasília', 'Volkswagen Caddy', 'Volkswagen India', 'Volkswagen Santana', 'Volkswagen New Beetle', 'Volkswagen Commercial Vehicles', 'Volkswagen 1-litre car', 'Volkswagen Golf Mk2', 'Volkswagen Caminhões e Ônibus', 'Volkswagen Kübelwagen', 'Volkswagen CrossBlue', 'Volkswagen Passat (B6)', 'Volkswagen Concept BlueSport', 'Volkswagen Atlas', 'Volkswagen air-cooled engine', 'Volkswagen W12', 'Volkswagen Polo Mk5', 'Volkswagen Derby', 'Volkswagen 181']","['30133695', '17589545', '32413', '880398', '14410430', '52141734', '65685', '34382224', '3271715', '14410229', '750083', '20930547', '3917771', '21093447', '38410996', '6843604', '707709', '589065', '182188', '8349017', '8349012', '8349006', '8348989', '8348984', '32652', '24225696', '4977442', '25943319', '291790', '74212', '16067288', '4247009', '1227448', '554356', '30406305', '14409982', '373793', '21888587', '589026', '189825', '564249', '30855724', '551976', '810560', '14409511', '3513805', '6769738', '4788821', '47896187', '1826717']"
208,Autos & Vehicles>Vehicle Brands>Volvo,"['Volvo', 'Volvo Cars', 'Volvo Trucks', 'Volvo Amazon', 'Volvo S60', 'Volvo Business Units', 'Volvo 900 Series', 'Volvo 700 Series', 'Volvo Buses', 'Volvo 140 Series', 'Volvo 200 Series', 'Volvo B6', 'Volvo C30', 'Volvo V70', 'Volvo 300 Series', 'Volvo P1800', 'Volvo 850', 'Volvo V60', 'Volvo Penta', 'Volvo XC90', 'Volvo Construction Equipment', 'Volvo FH', 'Volvo B10M', 'Volvo 9700', 'Volvo F88', 'Volvo V40 (P1)', 'Volvo Olympian', 'Volvo S40', 'Volvo Car Gent', 'Volvo Modular engine', 'Volvo L3314', 'Volvo PV444/544', 'Volvo ÖV 4', 'Volvo XC60', 'Volvo B6F', 'Volvo 164', 'Volvo FM', 'Volvo P1900', 'Volvo S90', 'Volvo B7L', 'Volvo B5LH', 'Volvo PV800 Series', 'Volvo B12', 'Volvo PV650 Series', 'Volvo S80', 'Volvo 7700', 'Volvo Ailsa B55', 'Volvo Ocean 65', 'Volvo S70', 'Volvo Super Olympian']","['32412', '389718', '411641', '740718', '1299198', '2765641', '29717899', '11167610', '13621447', '44319239', '2631036', '239929', '3019185', '44362630', '24769024', '8432828', '43213474', '1793973', '736852', '737054', '706136', '37032656', '389605', '736855', '19284469', '8754405', '9134023', '2447363', '4724330', '36359327', '4320483', '393076', '335858', '334717', '24651352', '1664186', '736856', '954681', '393008', '1147705', '615355', '1147714', '40160680', '954684', '24432544', '1147701', '694258', '966153', '4514744', '1054174']"
209,Autos & Vehicles>Vehicle Licensing & Registration,"['Vehicle registration plates of Israel', 'Vehicle registration plates of the United States', 'Vehicle registration plates of the United Kingdom', 'Vehicle registration plate', 'Vehicle registration plates of the Netherlands', 'Vehicle registration plates of Indonesia', 'Driver and Vehicle Licensing Agency', 'Vehicle registration plates of the Channel Islands', 'Vehicle registration plates of Denmark', 'Vehicle registration plates of Ohio', 'Vehicle registration plates of the Czech Republic', 'Vehicle registration plates of Russia', 'Motor vehicle registration', 'Vehicle registration plates of Pakistan', 'Vehicle registration plates of Barbados', 'Vehicle registration plates of Norway', 'Vehicle registration plates of Illinois', 'Vehicle registration plates of the European Union', 'Vehicle registration plates of Ukraine', 'Department of Motor Vehicles', 'Vehicle registration plates of Connecticut', 'Vehicle registration plates of Armenia', 'Driver and Vehicle Licensing Authority', 'Vehicle registration plates of Portugal', 'Vehicle registration plates of Finland', 'Vehicle registration plates of the Palestinian National Authority', 'Vehicle registration plates of Alabama', 'Vehicle registration plates of Serbia', 'Vehicle registration plates of Trinidad and Tobago', 'List of international vehicle registration codes', 'Vehicle registration plates of Europe', 'Vehicle registration plates of British overseas territories', 'Vehicle registration plates of Thailand', 'Vehicle registration plates of Macau', 'Vehicle registration plates of the Republic of Ireland', 'Vehicle registration plates of California', 'Vehicle registration plates of Taiwan', 'Vehicle registration plates of Bosnia and Herzegovina', 'Vehicle registration plates of Azerbaijan', 'Vehicle registration plates of Massachusetts', 'Vehicle registration plates of New Jersey', 'Driver and Vehicle Agency', 'Vehicle registration plates of China', 'Vehicle registration plates of Washington, D.C.', 'Vehicle registration plates of Cyprus', 'Vehicle registration plates of Lithuania', 'Vehicle registration plates of Malaysia', 'Vehicle registration plates of Brazil', 'Vehicle registration plates of Germany', 'Vehicle registration plates of Georgia (country)']","['549212', '11001585', '192927', '31862257', '418985', '4993736', '237221', '16796465', '29042788', '17580854', '7846036', '12192644', '9059123', '53474683', '17131415', '885283', '17131427', '17638399', '7189549', '2035072', '2034847', '1038873', '16796398', '978407', '19912320', '14886324', '15766706', '3538354', '16738620', '16735553', '2529310', '16798371', '11408027', '7759042', '5531457', '5410209', '19988438', '15360010', '21254132', '14715157', '16799001', '53474741', '10575674', '12676231', '1187016', '19983232', '393420', '36602200', '2014307', '17580189']"
210,Autos & Vehicles>Vehicle Maintenance,"['Transport Corps (Ireland)', 'Service (motor vehicle)', 'Planned maintenance', 'Eglinton Maintenance and Storage Facility', 'Road–rail vehicle', 'Utility vehicle', 'Future Combat Systems Manned Ground Vehicles', 'Logistics Vehicle System', 'Commercial vehicle', 'Preventive Maintenance Checks and Services', 'Tire maintenance', 'Vehicle', 'Virtual maintenance training', 'Computerized maintenance management system', 'Royal Maintenance Corps (Jordan)', 'Integrated vehicle health management', 'Armoured recovery vehicle', 'Bradley Fighting Vehicle', 'Autonomous underwater vehicle', 'Compressed-air vehicle', 'Stevens Vehicles', 'Emergency vehicle', 'Slow moving vehicle', 'Armoured fighting vehicle', 'Conservation and restoration of vehicles', 'Motor vehicle', 'Electric vehicle conversion', 'M1133 Medical Evacuation Vehicle', 'Collections maintenance', 'Hybrid vehicle', 'Fleet management', 'Vehicle tracking system', 'Armoured vehicle-launched bridge', 'Expeditionary Fighting Vehicle', 'Green vehicle', '507th Maintenance Company', 'Road maintenance depot', 'Unmanned ground vehicle', 'Vehicle Excise Duty', 'M578 light recovery vehicle', 'Al-Qaswa logistics vehicle', 'Vehicle-specific power', 'Solar vehicle', 'Auto mechanic', 'Commercial Utility Cargo Vehicle', 'Winter service vehicle', 'Ministry of Transportation of Ontario', ""M1130 Commander's Vehicle"", 'Leslie Barns', 'Hood (car)']","['1814032', '10432469', '2148', '2318915', '5584994', '2770849', '1885043', '202029', '41773621', '8923016', '6018523', '773672', '1733999', '11790244', '38958653', '1847022', '860027', '866785', '2926730', '23439886', '1380940', '157736', '35592512', '35091247', '8142976', '8124872', '8124919', '20111450', '1739167', '145095', '17671530', '313190', '12400999', '2627816', '13210272', '13794597', '37017120', '1496902', '16054272', '10689228', '50454760', '2253116', '653422', '32410', '34531809', '858314', '25143921', '31818313', '6074980', '470575']"
211,Autos & Vehicles>Vehicle Parts & Accessories,"['Truck accessory', 'Male accessory gland', 'Fender (vehicle)', 'Automobile accessory power', 'Hybrid vehicle drivetrain', 'Solar vehicle', 'Vehicle registration plate', 'Vehicle insurance', 'Vehicle tracking system', 'Rental accessories and attachments', 'Vehicle identification number', 'Multi Role Vehicle-Protected', 'Vehicle recovery', 'Ute (vehicle)', 'Motor vehicle theft', 'Special Vehicle Operations', 'Model military vehicle', 'Automatic vehicle location', 'Plug-in electric vehicle', 'Assault Breacher Vehicle', 'Hybrid electric vehicle', 'Motorcycle accessories', 'List of auto parts', 'Ranch Hand Truck Accessories', 'Car alarm', 'EN 50436', 'Underdrive pulleys', 'Cargo barrier', 'Cigarette lighter receptacle', 'Front-end bra', 'Fan clutch', 'Window deflector', 'Telematics', '2009–11 Toyota vehicle recalls', 'GURPS Vehicles', 'Toyota concept vehicles, 1990–99', 'Vehicle frame', 'Trunk (car)', 'Curb feeler', 'Club Car', 'Cigarette holder', 'Electric motorcycles and scooters', 'Roof tent', 'Car door', 'List of G.I. Joe: A Real American Hero playsets', 'Continental tire', 'Classic car', 'Startix', 'Car', 'Hella (company)']","['25974710', '26193591', '369646', '905356', '13673345', '533426', '10123929', '28667376', '3613508', '10407767', '338360', '6863880', '8759226', '8715293', '48516621', '8044387', '696292', '5193283', '26131607', '13214954', '8166749', '7527388', '31152132', '2938583', '28668116', '944439', '214348', '22920117', '51226618', '23840623', '28132994', '22159809', '8682548', '1496902', '838990', '43633653', '865641', '22957594', '3296031', '2109472', '5555144', '7127739', '11699678', '166136', '567696', '15215830', '237221', '25143921', '7422901', '2481469']"
212,Autos & Vehicles>Vehicle Parts & Accessories>Auto Exterior,"['Auto detailing', 'Brisa – Auto-estradas de Portugal', 'David Hilton (auto designer)', 'Blakely Auto Works', 'Automotive design', 'Aztec Motel', ""Art's Auto"", 'Automotive industry in the United States', 'Magna International', 'Plastic Omnium', 'Automotive industry in China', 'Progressive Auto Sales Arena', 'Pontiac Solstice', 'Volkswagen Lavida', 'Nissan AZEAL', 'Karim Habib', 'Toyota Origin', 'Infiniti Kuraza', 'Ford SYNus', 'Volkswagen New Beetle', 'Škoda Rapid (2011)', 'Twilight Sentinel', 'Eric Stoddard', 'Chrysler Nassau', 'Chevrolet Corvette (C7)', 'Chrysler TC by Maserati', 'Lamborghini Reventón', 'Nikon F-601M', 'Lexus LF', 'Duesen Bayern', 'Gentex', 'BMW 1 Series (F20)', 'Fiat 124 Spider (2016)', 'Toyota Mark X', 'Fisker Latigo CS', 'Changzhou Changjiang Bus', 'Jaguar XE', 'Opel Adam', 'Volkswagen Concept R', 'BMW 6 Series (F06/F12/F13)', 'Rolls-Royce Phantom Drophead Coupé', 'Giugiaro Ford Mustang', 'Chevrolet Trax (concept car)', 'BMW 4 Series', 'Car wash', 'Citroën Berlingo', 'Lexus GS', 'Mercedes-Benz W111', 'Calvin Luk', 'Nissan Terranaut']","['17395935', '1016493', '1954241', '8518766', '23576520', '18590071', '32692917', '35901779', '32437869', '18082020', '6052950', '52991796', '1625625', '38319618', '37393650', '10424319', '8061026', '862249', '273120', '41264428', '28143337', '26159592', '48598930', '6614348', '1380272', '2315945', '8878507', '1384146', '36604477', '46730006', '13208246', '680721', '4471182', '517035', '2905141', '20493369', '3879361', '35575991', '36715778', '427840', '1890164', '10135240', '3428224', '13045051', '1840504', '4018641', '16067288', '1227448', '33951549', '26057348']"
213,Autos & Vehicles>Vehicle Parts & Accessories>Auto Interior,"['Auto trail', 'Advance Auto Parts', 'Auto detailing', 'North American International Auto Show', 'Grand Theft Auto clone', 'Auto auction', 'Grand Theft Auto: San Andreas', 'Auto Club Speedway', 'Four States Auto Museum', 'Development of Grand Theft Auto V', 'Grand Theft Auto IV soundtrack', 'Grand Theft Auto Online', 'Seton Company, Inc.', 'Zotye Auto', 'Auto Union 1000', 'Canadian Auto Workers', 'Auto Freight Transport Building of Oregon and Washington', 'Autorack', ""Art's Auto"", 'Tauro Sport Auto', 'Manila International Auto Show', 'Enhanced Interior Gateway Routing Protocol', 'Automotive industry in the United States', 'Lear Corporation', '2005 Checker Auto Parts 500', 'Automotive industry in China', 'Flint, Michigan auto industry', 'Rolls-Royce Wraith (2013)', 'Ryan Nagode', 'Lexus LF', 'Sun visor', 'Duesen Bayern', 'Iran National Auto Loan', 'Martin Auto Museum', 'Škoda Superb', 'Ministry of Internal Affairs (Ukraine)', 'Mitsubishi Concept-ZT', 'Subaru Tribeca', 'Giugiaro Ford Mustang', 'List of Lincoln vehicles', 'Toyota Corolla Rumion', 'Aston Martin One-77', 'Volkswagen Corrado', 'Lincoln Navicross', 'Volkswagen Sharan', 'BMW 2 Series Active Tourer', 'Chrysler TC by Maserati', 'Chevrolet Corvette (C7)', 'SEAT Salsa', 'Turner-Todd Motor Company']","['53026952', '9401450', '17395935', '18793407', '641044', '32278575', '15919474', '15274568', '1016493', '439295', '8518766', '23576520', '1136114', '41949928', '477945', '37393650', '862249', '42171017', '28143337', '51544', '9445678', '53029673', '8878507', '497525', '12730440', '42476486', '4437430', '48557489', '2632662', '4471182', '3713423', '39527435', '7721622', '51654618', '1400321', '16809538', '427017', '44079463', '16335629', '22806757', '43483805', '30873831', '8214027', '38172995', '22184860', '551475', '685836', '26772443', '973626', '24022306']"
214,Autos & Vehicles>Vehicle Parts & Accessories>Engine & Transmission,"['Transmission (mechanics)', 'Automatic transmission', 'Manual transmission', 'Diesel–electric transmission', 'Cross-drive steering transmission', 'Continuously variable transmission', 'Transmission control unit', 'Electrohydraulic manual transmission', 'Semi-automatic transmission', 'Front-engine, front-wheel-drive layout', 'Dual-clutch transmission', 'Non-synchronous transmission', 'List of Toyota transmissions', 'Allison Transmission', 'Ford MTX-75 transmission', 'Sequential manual transmission', 'Manumatic', 'Getrag 282 transmission', 'Engine swap', 'Ford C6 transmission', 'Power transmission', 'Cummins B Series engine', 'Engine braking', 'Harley-Davidson Twin Cam engine', 'Chrysler RFE transmission', 'Flathead engine', 'Mid-engine design', 'Motorcycle transmission', 'Ford AOD transmission', 'GM 6T40 transmission', 'Radiator (engine cooling)', 'PSA-Renault X-Type engine', 'Honda F engine', 'GM 4T40 transmission', 'Close-ratio transmission', 'Electric power transmission', 'Flat-six engine', 'Front-engine, rear-wheel-drive layout', 'Ford C4 transmission', 'Honda B engine', 'Transmission (medicine)', 'Ford C3 transmission', 'TorqueFlite', 'GM-Ford 6-speed automatic transmission', 'Flat engine', 'Powertrain', 'Aircraft engine', 'Engine', 'Engine control unit', 'GM 4L80-E transmission']","['158681', '3355531', '334940', '4043836', '3741212', '609614', '20417301', '1605981', '685002', '30859670', '38824', '2646311', '9640', '1017856', '2528024', '950397', '922259', '199968', '1458687', '4076114', '4075735', '2631966', '1856619', '1269094', '816346', '816390', '3787830', '3616992', '9334271', '7012193', '7251029', '950208', '2224384', '1395813', '622145', '1431767', '924253', '32914296', '11972079', '3579199', '38822', '908083', '21600868', '869961', '7473574', '1511578', '609147', '729317', '4135552', '3616804']"
215,Autos & Vehicles>Vehicle Parts & Accessories>Vehicle Fuels & Lubricants,"['Lubricant', 'Fuel economy in automobiles', 'Diesel fuel', 'Fuel oil', 'Transport Corps (Ireland)', 'Alternative fuel', 'Fuel card', 'Military Fuel Service (France)', 'Glow fuel', 'Grease (lubricant)', 'Compressed-air vehicle', 'Air BP', 'Internal combustion engine', 'United States Army Tank Automotive Research, Development and Engineering Center', 'Methanol fuel', 'Filling station', 'Lubricity', 'List of gasoline additives', 'Automotive oil recycling', 'Maxol', 'Motor oil', 'Afton Chemical', 'Engine braking', 'Synthetic fuel', 'NewMarket Corporation', 'PSA XUD', 'Gasoline direct injection', 'Kerosene', 'Italian tuneup', 'Classes of supply', 'Marvel Mystery Oil', 'Mobil', 'Petroleum', 'EuroPowerPack', 'Gasoline gallon equivalent', 'Aral AG', 'Gushan Environmental Energy', 'Petrol engine', 'Delek', 'Amsoil', 'Marussia Motors', 'Type 89 AFV', 'Timeline of alcohol fuel', 'Porsche Supercup', 'Southwest Research Institute', 'Jerrycan', 'Thorad-Agena', 'Avgas', 'JP-8', 'SAE India']","['37956263', '11936011', '626455', '1626047', '2364477', '22834446', '191184', '2726384', '773672', '12927455', '81761', '1017856', '2891081', '61260', '7986973', '4313931', '392547', '1605024', '2224692', '8251904', '2439173', '15608908', '41228673', '16936783', '2484832', '469604', '16992', '4960716', '18069', '10312687', '26421231', '24531911', '3219858', '806181', '15363167', '20708', '216189', '36030152', '3312980', '166194', '23195', '4515658', '1805151', '2170613', '13865193', '1078253', '50454760', '14711441', '11171966', '40285106']"
216,Autos & Vehicles>Vehicle Parts & Accessories>Vehicle Wheels & Tires,"['Tire', 'Wheel', 'Train wheel', 'Fender (vehicle)', 'Tire code', 'Run-flat tire', 'Spare tire', 'Wheel sizing', 'Airless tire', 'Tire maintenance', 'All-wheel drive', 'Tire-pressure monitoring system', 'Continental tire', 'Snow tire', 'Rim (wheel)', 'Railway tire', 'Paddle tire', 'Wheel chock', 'Wheel clamp', 'Snow chains', 'Flat tire', 'Bicycle tire', 'Tire rotation', 'Drive wheel', 'Off-road tire', 'Tire uniformity', 'Aquaplaning', 'Four-wheel drive', 'Radial tire', 'Coker Tire', 'Open-wheel car', 'Wheel alignment', 'Whitewall tire', 'Off-road vehicle', 'Centreless wheel', 'Tire balance', 'Suspension (vehicle)', 'Titan Tire Corporation', 'Outline of tires', 'Low rolling resistance tire', 'The Kelly Springfield Tire Company', 'Canned tire inflator', 'Wheel washing system', 'Goodyear Tire and Rubber Company', 'Rolling resistance', 'Military vehicle', 'Tubeless tire', 'All-terrain vehicle', 'Alloy wheel', 'Wheel stud']","['8036463', '338336', '46172623', '10334744', '927277', '14454545', '14255049', '5117860', '7177913', '8759226', '2088435', '5193283', '6270265', '444649', '677590', '3539154', '2526804', '21057175', '718081', '22450', '37548958', '1358898', '1372275', '10689059', '3357529', '1503750', '3545630', '2139436', '9523363', '10529302', '426955', '6300582', '65037', '3684992', '9559591', '3603676', '10689228', '775182', '9557604', '31805699', '40271055', '9762057', '33555', '2578926', '11078950', '888686', '917653', '34580464', '1888937', '8467275']"
217,Autos & Vehicles>Vehicle Shopping,"['Shopping mall', 'Shopping cart', 'Automobile repair shop', 'Electric vehicle', 'Breakdown (vehicle)', 'Sport utility vehicle', 'Nontransporting EMS vehicle', 'Vehicle recovery', 'Boxer (armoured fighting vehicle)', 'Electric vehicle conversion', 'Vehicle inspection', 'Flexible-fuel vehicle', 'Gateway Theatre of Shopping', 'Vehicle registration plates of Macau', 'Vehicle registration plate', 'Vehicle impoundment', 'Plug-in electric vehicle', 'Z Electric Vehicle', 'Service (motor vehicle)', 'Chop shop', 'LuLu International Shopping Mall', 'Alternative fuel vehicle', 'Motorized shopping cart', 'Westlake Shopping Center', 'Natural gas vehicle', 'Shoppers Drug Mart', 'Hybrid electric vehicle', 'Vehicle routing problem', 'Lynx reconnaissance vehicle', 'Atlantic Terminal (shopping mall)', 'Grey import vehicle', 'Black Friday (shopping)', 'Broadway Shopping Centre, Bexleyheath', 'Canadian Light Rail Vehicle', 'Luxury vehicle', '1 Utama', 'Vehicle Production Group', 'Kanyon Shopping Mall', 'New Mersey Shopping Park', 'Westfield Southland', 'California Department of Motor Vehicles', 'Vehicle registration plates of the United States', 'Vehicle registration plates of Malaysia', 'Sunday shopping', 'Bankstown Central Shopping Centre', 'National Union of Vehicle Builders', 'Vehicle registration plates of Ohio', 'Parkmore Shopping Centre', 'Unmanned aerial vehicle', 'Abasto de Buenos Aires']","['451251', '8340209', '2382694', '5339220', '4465386', '366477', '656230', '8082793', '23860094', '11229922', '2986895', '3017349', '279350', '1847022', '1905105', '1080563', '655013', '8166749', '5844968', '23277316', '251887', '5738707', '24427905', '7874524', '1038887', '26092114', '3327577', '32281695', '23840623', '13794597', '276257', '187801', '235723', '47696', '908910', '58900', '35307079', '12740991', '6131698', '15215830', '237221', '15766706', '3538354', '16798371', '2014307', '7799668', '1918443', '11657687', '41614196', '4903614']"
218,Autos & Vehicles>Vehicle Shopping>Fuel Economy & Gas Prices,"['Corporate Average Fuel Economy', 'Gasoline and diesel usage and pricing', 'Fuel efficiency', 'Natural gas prices', 'Monroney sticker', 'Fuel economy in automobiles', 'Low-carbon economy', 'Fuel oil', 'Alternative fuel', 'Price of oil', 'Flexible-fuel vehicle', 'Renewable fuels', 'Liquefied natural gas', 'Carbon-neutral fuel', 'Hydrogen economy', 'GasHole', 'Fuel cell', 'Alternative fuel vehicle', 'Ethanol fuel', 'Diesel fuel', 'Natural gas vehicle', 'Liquid fuel', 'Fuel cell vehicle', 'Fuel card', 'Synthetic fuel', 'Flexible-fuel vehicles in the United States', 'Energy Tax Act', 'Fuel taxes in the United States', 'Economy of Brunei', 'Economy of Indonesia', 'Food vs. fuel', 'Economy of Trinidad and Tobago', 'Fossil fuel power station', 'Mobil Economy Run', 'Price controls', 'Methanol economy', 'Gas turbine', 'Alcohol fuel', 'Hydrocarbon oil duty', 'Ethanol fuel in the United States', 'Office of Gas and Electricity Markets', 'Energy crisis', 'Economy of the Czech Republic', '2007 Gasoline Rationing Plan in Iran', 'Carbon price', 'Economy of Alberta', '2000s energy crisis', 'Economy of Ghana', 'Economy of Turkmenistan', 'Economy of the Netherlands']","['1197343', '12022218', '3398741', '626455', '8340209', '36913101', '11153863', '440246', '81761', '1841', '3661', '12072', '14647', '30173', '30212', '5849', '1617053', '261316', '608623', '5029525', '1905105', '29238113', '16006394', '1560443', '7986973', '11729', '1252085', '4313931', '342520', '392547', '17254227', '31424530', '58664', '8032596', '4992149', '906156', '832128', '770768', '8941842', '1816518', '8608695', '1663056', '5074354', '1038887', '2014309', '1185519', '5137675', '6187740', '2170613', '59760']"
219,"Autos & Vehicles>Vehicle Shopping>Vehicle Specs, Reviews & Comparisons",[],[]
220,Autos & Vehicles>Vehicle Shows,"['Auto show', 'Green vehicle', 'The Commercial Vehicle Show', 'Show or Display', 'The Vintage Vehicle Show', 'Vehicle', 'Motor vehicle', 'Hybrid vehicle', 'Electric vehicle', 'Tokyo Motor Show', 'Auto Guangzhou', 'Armoured fighting vehicle', 'Launch vehicle', 'Star vehicle', 'Autonomous underwater vehicle', 'Concept car', 'Remote control vehicle', 'Department of Motor Vehicles', 'Vehicle licence', 'Vehicle category', 'Vehicle registration plate', 'War and Peace Revival', 'Range extender (vehicle)', 'Electric vehicle conversion', 'List of auto shows and motor shows by continent', 'Ripsaw (vehicle)', 'Hydrogen vehicle', 'CM-32 Armoured Vehicle', 'Flexible-fuel vehicle', 'Unmanned ground vehicle', 'Solar vehicle', 'Hybrid vehicle drivetrain', 'International Motor Show Germany', 'Expeditionary Fighting Vehicle', 'Emergency vehicle', 'Vehicle insurance', 'Hybrid electric vehicle', 'Sport utility vehicle', 'Cougar (vehicle)', 'Unmanned surface vehicle', 'High-occupancy vehicle lane', 'Vehicle recovery', 'Plug-in electric vehicle', 'Tilly (vehicle)', 'Vehicle identification number', 'Alternative fuel vehicle', 'Ground Combat Vehicle', 'Recreational vehicle', 'Bushmaster Protected Mobility Vehicle', 'Automated guided vehicle']","['8340209', '2148', '6129795', '1011106', '1885043', '3337450', '11586591', '390885', '4463064', '549212', '279350', '1847022', '860027', '866785', '1905105', '1380940', '24352274', '55465', '8166749', '157736', '7527388', '188545', '1695702', '1306157', '10150504', '145095', '23840623', '27380743', '252563', '843336', '25135348', '31618089', '1496902', '47696', '3011977', '39412908', '10777777', '12794790', '3638898', '2253116', '7808557', '32410', '23241610', '166136', '567696', '3301105', '15215830', '237221', '23397764', '3733220']"
221,Beauty & Fitness,"['Fitness (magazine)', 'The Analysis of Beauty', 'Fitness and figure competition', 'Beauty and the Beast (strongman competition)', 'Health Beauty Life', 'Beauty and the Geek', 'Richard (Dick) Talens', 'Karen Behnke', 'André Weinfeld', 'Maria Kang', 'Redbridge Institute of Adult Education', 'Zest (magazine)', 'VLCC Health Care Ltd', 'Fitness fashion', 'List of HBO video releases', 'True Beauty (season 1)', 'Cory Quirino', 'A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful', 'Essential Beauty', 'International Pole Dance Fitness Association', 'Physical attractiveness', 'Destination spa', ""L'Austral"", ""Women's Health (magazine)"", 'Paul Dillett', 'Hotel Shilla', 'Shape (magazine)', 'Miss Kyrgyzstan', 'Dasha Fuentes', 'Beauty and the Geek Australia', 'Kylene Barker', 'Elle and Blair Fowler', 'Timea Majorova', 'Monica Brant', 'Tsianina Joelson', 'Mandy Rose', 'Lui Watanabe', 'That Total Age', 'Miss Venezuela 2014', 'Vandana Luthra', 'Koyal Rana', 'Yoga Journal', 'Hilton Moscow Leningradskaya', 'Gule Sheikh', 'Miss Earth Jamaica', 'Guthy-Renker', 'Jen Cassetty', 'Vanessa Gonçalves', 'Malgosia Majewska', 'Leonora Jiménez']","['2600839', '9712668', '24143989', '1974940', '24291077', '7377595', '47374096', '4220024', '31632070', '33542609', '19487459', '4111812', '53307021', '33650013', '12298734', '41917931', '4176564', '25762084', '28298521', '26305152', '47112459', '42410632', '8695655', '32329040', '14825282', '14869873', '6374377', '47170802', '48090508', '33392795', '38328827', '43669025', '5608014', '7590979', '1053447', '1904598', '42203755', '5749667', '4349681', '8321164', '7751319', '20119327', '5577119', '47644343', '44153787', '28964576', '25640565', '11792856', '35193598', '4260182']"
222,Beauty & Fitness>Beauty Pageants,"['Beauty pageant', 'Beauty Pageant (Parks and Recreation)', 'Child beauty pageant', 'Iraqi beauty pageants', 'Big Four international beauty pageants', 'Sexualization in child beauty pageants', 'India at Big Four international beauty pageants', 'List of Filipino beauty pageant winners', 'Miss International', 'Miss New York Chinese Pageant', 'Miss Hong Kong Pageant', 'List of beauty pageants', 'Philippines at major beauty pageants', 'Miss Pennsylvania USA', 'Kim Yu-mi (beauty pageant titleholder)', 'Miss Universe', 'International Pageant of Pulchritude', 'Miss Chinese International Pageant', 'Lisa the Beauty Queen', 'Australia at major beauty pageants', 'New Zealand at major beauty pageants', 'List of Vietnam representatives at international beauty pageants', 'Spain at major beauty pageants', 'Miss Mexico Organization', 'Miss China United Kingdom Pageant', 'Greece at major beauty pageants', 'Mexico at major beauty pageants', 'Jamaica at major beauty pageants', 'Brazil at major beauty pageants', 'Miss World', 'Russia at major beauty pageants', 'Aruba at major beauty pageants', 'Thailand at major beauty pageants', 'Canada at major beauty pageants', 'Poland at major beauty pageants', 'Puerto Rico at major beauty pageants', 'Chile at major beauty pageants', 'Japan at major beauty pageants', 'Ireland at major beauty pageants', 'Colombia at major beauty pageants', 'Panama at major beauty pageants', 'Miss Asia Pageant', 'Peru at major beauty pageants', 'Venezuela at major beauty pageants', 'Dominican Republic at major beauty pageants', 'Adriana Molinari', 'South Africa at major beauty pageants', 'Hungary at major beauty pageants', '1926 International Pageant of Pulchritude', 'Sexiest Bachelor in America Pageant']","['27663325', '1947595', '54146525', '34223446', '12217428', '95198', '38085355', '38050563', '40086181', '20746197', '47043853', '37948911', '45338174', '52418333', '54146526', '41399287', '24546379', '47277945', '54281702', '45226941', '34619563', '36502077', '3470725', '43762314', '34110248', '6349814', '39485155', '2876467', '24457691', '2146364', '1046607', '1816311', '34263386', '9173864', '4419358', '150340', '150343', '44275444', '45013462', '54039835', '34563059', '54039836', '39559500', '44673132', '34948033', '44988494', '54067506', '40205713', '37782654', '30747917']"
