,category,titles,pageids
612,Health>Mental Health>Learning & Developmental Disabilities>ADD & ADHD,"['Attention deficit hyperactivity disorder predominantly inattentive', 'Adult attention deficit hyperactivity disorder', 'Vanderbilt ADHD diagnostic rating scale', 'Attention deficit hyperactivity disorder controversies', 'ADHD Shorts', 'Social construct theory of ADHD', 'Sluggish cognitive tempo', 'Treatment of Tourette syndrome', 'Working memory training', 'Test of Variables of Attention', 'Sagesse High School', 'Yellow House School', 'Trace amine', 'Humanex Academy', 'Cyberpsychology', 'Forman School', 'Methylphenidate', 'Lisdexamfetamine', 'Levoamphetamine', 'Adderall', 'Developmental disorder', 'Journey to Wild Divine', 'Handwriting', 'Breckenbrough School', 'Hypoactivity', 'Dextroamphetamine', 'Halstrom Academy', 'Disruptive mood dysregulation disorder', 'Nootropic', 'Brexpiprazole', 'Phenethylamine', 'Cyclothymia', 'Friendship', 'Mebicar', 'Dopamine receptor', 'Allura Red AC', 'Wechsler Intelligence Scale for Children', 'Controversy surrounding psychiatry', 'Underachiever', 'Mood swing', 'Child Mania Rating Scale', 'Ponceau 4R', 'Mental disorders diagnosed in childhood', 'Directed attention fatigue', 'Feingold diet', 'Vemma', 'Dore Programme', 'Aker BioMarine', 'Digital native', 'Applied Neuroscience Society of Australasia', 'Child psychopathology', 'FAM155A', 'Impulsivity', 'Working memory', 'The Gow School', 'Pinnacle School', 'Warrior Films', 'Comparison of neurofeedback software', 'Hemoencephalography', 'Sunflower therapy']","['46987750', '649100', '1673370', '20038868', '3246442', '4726434', '4081458', '8320698', '34671528', '47814122', '46881815', '2675164', '26518079', '536032', '471852', '11357700', '3233755', '35760675', '737439', '2953684', '3668047', '3837122', '17157119', '11905030', '369505', '21580042', '26511362', '6044596', '18598282', '9687089', '39524568', '22081794', '205878', '393029', '685457', '381184', '2428392', '21109054', '2424129', '16664441', '17796742', '5552077', '5071079', '2688155', '47191478', '39488884', '2274616', '23690864', '22873157', '16807997', '2050909', '15038854', '41199018', '1806538', '14511650', '42987306', '10908719', '4766424', '50620161', '33912']"
613,Health>Nursing,"['Nursing', 'Nursing school', 'Nursing home care', 'Nursing credentials and certifications', 'Nursing diagnosis', 'Gerontological nursing', 'Nursing assessment', 'Nursing bra', 'Obstetrical nursing', 'Pediatric nursing', 'Master of Science in Nursing', 'Perioperative nursing', 'Board of nursing', 'Nursing ethics', 'Doctor of Nursing Practice', 'Associate of Science in Nursing', 'Psychiatric and mental health nursing', 'International Emergency Nursing', 'Fairfield University Egan School of Nursing and Health Studies', 'Oncology nursing', 'Emergency nursing', 'Bullying in nursing', 'Nursing in Islam', 'Orthopaedic nursing', 'Director of nursing', 'Neonatal nursing', 'Commission on Collegiate Nursing Education', 'Index of nursing articles', 'National Institute of Nursing Research', 'Tropical nursing', 'Connell School of Nursing', 'Nurse education', 'Chamberlain University', 'International Journal of Nursing Knowledge', 'Hyperbaric nursing', 'Nursing Outcomes Classification', 'Critical care nursing', 'Drexel University College of Nursing and Health Professions', 'Nursing Minimum Data Set', 'Space nursing', 'Home health nursing', 'Doctor of Nursing Science', 'Nursing pin', 'Nursing care plan', 'Nursing documentation', 'Cardiac nursing', 'Nursing Standard', 'Forensic nursing', 'Nursing Interventions Classification', 'Gastrointestinal Nursing', 'Nurse registry', 'Perianesthesia nursing', 'Barrier nursing', 'Ambulatory care nursing', 'School nursing', 'Occupational health nursing', 'Nurse stereotypes', 'Telenursing', 'Private duty nursing', 'Licensed practical nurse']","['3939286', '41624074', '30081245', '2966960', '4107432', '5648627', '3188687', '8096785', '29531213', '3939538', '17019227', '6999377', '8154069', '9280027', '34837447', '8857878', '3938453', '30480180', '48479068', '35921388', '29601360', '3337163', '1705087', '10985068', '1813186', '18403271', '16639544', '16639986', '16639747', '2511611', '2810347', '1037464', '2810370', '4096659', '806123', '54224675', '2525206', '430716', '27114194', '3837120', '921327', '29499609', '1390620', '6784264', '1726567', '29511789', '2312819', '33958232', '11225678', '18490195', '43943599', '7437886', '2529031', '1749339', '2524990', '34123709', '28233773', '5826459', '1469174', '1693174']"
614,Health>Nursing>Assisted Living & Long Term Care,"['Assisted living', 'National Association for the Support of Long Term Care', 'Elderly care', 'Nursing home care', 'Activities of daily living', 'Residential care', 'Long Term Care Benefit Plan', 'Continuing care retirement communities in the United States', 'Emeritus Senior Living', 'HCR Manor Care', 'Home care', 'Nursing home care in the United States', 'Geriatric care management', 'American Health Care Association', 'Assisted feeding', 'Assisted suicide', 'Retirement community', 'Independent living', 'Health care', 'Independent senior living', 'Caring for people with dementia', 'Inova Health System', 'Advance healthcare directive', 'Ecumen', 'Caregiver', 'Adult daycare center', 'Chartwell Retirement Residences', 'Child care', 'Gerontological nursing', 'Kindred Healthcare', 'Group home', 'Inpatient care', 'Hospice care in the United States', 'Rehabilitation psychology', 'Direct support professional', 'Hospice', 'Covenant Health Systems', 'Vulnerable adult', 'Brookdale University Hospital and Medical Center', 'Assistive technology', 'Essentia Health', 'Blanchard Valley Health System', 'Healthcare in Denmark', 'SSM Health', 'Green House Project', 'Health in Luxembourg', 'Citizens Memorial Healthcare', 'Health care in France', 'Home automation for the elderly and disabled', 'Respiratory therapist', 'Geriatrics', 'Horse care', 'Healthcare in Canada', 'Nursing home care in Canada', 'Eldercare Workforce Alliance', 'Aging in place', 'Health care reforms proposed during the Obama administration', 'Disability robot', 'Health care in the Palestinian territories', 'Coastal Transitional Center']","['236137', '4788647', '166146', '4810942', '41717027', '925356', '162615', '653', '8630603', '21238111', '9005643', '15824969', '4951350', '389615', '22948027', '22133919', '4739966', '6003729', '30728397', '1581682', '21922227', '3623635', '6999067', '8857878', '15671052', '6632841', '12194419', '261925', '20603142', '35325713', '21250054', '9234672', '230857', '21464996', '21326427', '1814650', '36084877', '3206495', '14278943', '1458267', '47053413', '10426636', '430716', '43367248', '44736876', '3680367', '3379099', '10074639', '38904838', '9827339', '23757642', '1451167', '39783908', '436825', '38045107', '24987493', '811741', '2957741', '43367080', '48614']"
615,Health>Nutrition,"['Nutrition', 'Outline of nutrition', 'Nutrition facts label', 'Parenteral nutrition', 'Saprotrophic nutrition', 'Nutrition and pregnancy', 'Medical nutrition therapy', 'Nutrition transition', 'Human nutrition', 'Nutritional rating systems', 'Clinical nutrition', 'Nutrition physiology', 'Animal nutrition', 'Nutritional anthropology', 'Vegetarian nutrition', 'Nutrition and Cancer', 'Journal of Pediatric Gastroenterology and Nutrition', 'Nutrition scale', 'Annual Review of Nutrition', 'Intradialytic parenteral nutrition', 'Nutritional anemia', 'Equine nutrition', 'Journal of Nutritional Biochemistry', 'Artificial nutrition', 'Prenatal nutrition', 'Nutritionist', 'Preventive nutrition', 'Nutrition analysis', 'Heterotrophic nutrition', 'Sports nutrition', 'European Prospective Investigation into Cancer and Nutrition', 'Nutritional yeast', 'Nutritional genomics', 'Malnutrition', 'Medical Nutrition', 'Nutrition psychology', 'Supplemental Nutrition Assistance Program', 'Advances in Nutrition', 'Journal of Parenteral and Enteral Nutrition', 'History of military nutrition', 'International Society of Renal Nutrition and Metabolism', 'WIC', 'Nutritional gatekeeper', 'Parasitic nutrition', 'Nutritionism', 'Nutritional neuroscience', 'Reference Daily Intake', 'Sport dog nutrition', 'Leveraging Agriculture for Improving Nutrition and Health', 'Puppy nutrition', 'International Plant Nutrition Colloquium', 'International Journal of Behavioral Nutrition and Physical Activity', 'International Journal of Sport Nutrition and Exercise Metabolism', 'Network for Capacity Development in Nutrition', 'NutritionDay', 'Feeding tube', 'Infant nutrition', 'Nutritional epidemiology', 'Calorie', 'Nutrient']","['47526977', '18761393', '16094985', '28855571', '28866774', '9503943', '6646507', '13355943', '27709502', '93827', '32136754', '39437404', '41131201', '34398693', '21338975', '29609794', '258979', '50430965', '25734471', '21525', '24301504', '20784255', '3055427', '3426093', '1764576', '37161190', '13295189', '16063653', '21416764', '17200325', '18023995', '1843196', '27024757', '13115986', '1684895', '9670604', '771326', '7371778', '28147113', '261773', '29243665', '53912950', '267488', '8031008', '52637243', '6112487', '659087', '1074205', '2998847', '6423', '681283', '37679356', '48919825', '26778009', '53218057', '32601258', '66575', '12642673', '29718054', '51597941']"
616,Health>Nutrition>Special & Restricted Diets,"['Hay diet', 'National Diet Building', 'Hyperphenylalaninemia', 'Vegetarianism', 'Special route', 'Veganism', 'Banana bat', 'Vilhjalmur Stefansson', 'Phenylketonuria', 'Sensory deprivation', 'Bridle shiner', 'Axiom schema of specification', 'Vegetalismo', 'Freshwater drum', 'Inedia', 'Gemeinsamer Ausschuss', 'Otolith', 'Junk food', 'Insect biodiversity', 'Tropidophis greenwayi', 'Sap', 'Cave bear', 'Equestrian facility', 'Takifugu', 'Rippling', 'Prenatal nutrition', 'Red colobus', 'Biosphere 2', 'Control of fire by early humans', 'Hand luggage', 'Rationing', 'Food', 'Impala', 'Fructooligosaccharide', 'Wheat allergy', 'Centipede', 'Synbranchiformes', 'Hungarian nobility', 'Kingfisher', 'Leopard seal', 'Khoikhoi', 'Supplemental Nutrition Assistance Program', 'Ngalue', 'Superstreet', 'Woonerf', 'Seabird', 'Medieval cuisine', 'Enopla', 'Popcorn', 'Potoo', 'Addax', 'Skylab 4', 'Esophageal cancer', 'Dialysis', 'Autism spectrum', 'Prehistoric medicine', 'Zostera noltei', 'Walrus', 'Climbing galaxias', 'Dwarfism']","['52386', '12538185', '216362', '13358021', '182051', '186495', '14205251', '7269401', '17749944', '10646', '3102207', '1037221', '34999794', '2451025', '2775632', '998432', '23787490', '296445', '5040', '10075963', '64083', '314821', '17100', '385156', '7029997', '925262', '49087947', '2085935', '23251', '232176', '29243665', '250130', '3094723', '8562999', '904984', '147019', '294793', '9139910', '1412102', '659087', '325954', '501723', '11313698', '32587', '31079386', '32591', '788950', '6945989', '1173514', '904386', '29113700', '2044340', '56511', '138301', '243539', '262028', '14970862', '710034', '33709', '39499757']"
617,Health>Nutrition>Special & Restricted Diets>Cholesterol Issues,"['Cholesterol total synthesis', 'Statin', 'Lipid raft', 'Lipoprotein', 'Campesterol', 'Lovastatin', 'Vertical auto profile', 'Glucomannan', 'Dyslipidemia', 'Margarine', 'Laropiprant', 'Steroid', 'NSDHL', 'Fibre supplements', 'Niacin', 'Bile acid', 'Mouse Phenome Database', 'Ursodeoxycholic acid', 'Canagliflozin', 'Lipogenesis', 'Rosuvastatin', 'Shrimp and prawn as food', 'Jejunoileal bypass', 'Niosome', 'Adrenocortical hormone', 'Healthy diet', 'Tomatine', 'Red yeast rice', 'Adrenal gland', 'Vegetarian bacon', 'Epigallocatechin gallate', 'Antagomir', 'Pionus', 'Squalene monooxygenase', 'Dietary fiber', 'Pomegranate juice', 'Aortic aneurysm', 'Coronary artery disease', 'National Catfish Day', 'The Vegetarian Myth', 'Triglyceride', 'Metabolic syndrome', 'Framingham Risk Score', 'Phospholipidosis', 'Mold', 'Dishman Pharmaceuticals and Chemicals', 'Glycolysis', 'VAV Life Sciences', 'Scripps Health', 'Bajadera', 'National Physical Activity Guidelines', 'Tomato juice', 'Oatmeal', 'Criticism of fast food', 'Neuroactive steroid', 'Artery', 'Healthy People program', 'Fish protein powder', 'Trans fat', 'Congenital adrenal hyperplasia']","['2296', '4561837', '13970120', '779059', '2984618', '2966163', '23888680', '30845073', '5876', '66554', '34041070', '513054', '11179644', '25152862', '30428636', '2175523', '12644', '1581671', '14207125', '17508796', '958752', '2944872', '92512', '637009', '193276', '54439', '51469', '25347681', '14797315', '1015678', '37996', '17556082', '3392303', '234723', '3781084', '4050188', '636587', '20616960', '36319728', '10905892', '178197', '141922', '43406009', '19946339', '56525', '1351471', '36382757', '25351704', '43554083', '36790', '33908743', '506980', '31589792', '39645506', '7431526', '21606189', '2404301', '193310', '845836', '263487']"
618,Health>Nutrition>Vitamins & Supplements,"['Dietary supplement', 'Vitamin', 'Vitamin D', 'Vitamin A deficiency', 'Vitamin E', 'Multivitamin', 'Vitamin K', 'Vitamin D and respiratory tract infections', 'Vitamin C', 'Vitamin and mineral supplementation for dialysis patients', 'Vitamin B12', 'Vitamin B12 deficiency', 'Vitamin E deficiency', 'Prenatal vitamins', 'Vitamin K antagonist', 'Vitamin Angels', 'Vitamin D and neurology', 'Retinyl palmitate', 'Calcium supplement', 'Cholecalciferol', 'Megavitamin therapy', 'Hypervitaminosis D', 'Folate', 'Hypervitaminosis', 'Riboflavin', 'Ergocalciferol', 'Tocopheryl acetate', 'Hypervitaminosis E', 'Retinyl acetate', 'Metanx', 'Phytomenadione', 'Pantothenic acid', 'Menadione', 'Retinol', 'Tocofersolan', 'Health effects of sunlight exposure', 'Orthomolecular medicine', 'Rickets', 'Bodybuilding supplement', 'Biotin', 'Vitamin B12 deficiency anemia', 'Pantethine', 'Alfacalcidol', 'Antioxidant', 'Pyridoxine', 'Codex Alimentarius', 'Xerophthalmia', 'Hydroxocobalamin', 'Drink mix', 'Hyperhomocysteinemia', 'Golden rice', 'Sodium ascorbate', 'Swanson Health Products', 'Thiamine', 'Cod liver oil', 'Vegan nutrition', 'Food fortification', 'Edible mushroom', 'Nutraceutical', 'Cefamandole']","['23293652', '3277', '54118', '2383985', '51579279', '470084', '1151939', '104444', '36992235', '470087', '54117', '25669714', '8823428', '939876', '2941266', '14410588', '3261719', '3115064', '16339949', '622759', '327995', '5703415', '54099', '3115091', '14988018', '1205637', '54115', '33986535', '2925632', '26229', '25987', '21792940', '2925736', '32512', '7378933', '16888763', '14538619', '12742560', '538993', '32509', '24998247', '37130699', '39794453', '54104', '4407445', '32541', '20813841', '43336577', '1434577', '13056751', '212514', '193975', '4597367', '246458', '5533217', '1221381', '4251626', '27154514', '30500', '31485669']"
619,Health>Oral & Dental Care,"['Oral hygiene', 'Dental care', 'Dental hygienist', 'Dental care in adolescent Australians', 'Dentistry', 'Dental public health', 'Oral microbiology', 'Dental therapist', 'Oral medicine', 'Dental implant', 'Dental auxiliary', 'Dental fear', 'Oral and maxillofacial pathology', 'Dental floss', 'Dental nurse', 'Dental trauma', 'Dental surgery', 'Kamineni Institute of Dental Sciences', 'UCL Eastman Dental Institute', 'Special needs dentistry', 'Dental insurance', 'Oral irrigator', 'Indian Dental Association', 'Rutgers School of Dental Medicine', 'Dental restoration', 'UCLA School of Dentistry', 'Dentist', 'Dental material', 'Cappadocia Vocational College', 'Dental Technologists Association', 'Infant oral mutilation', 'Oral ecology', 'Dental laboratory', 'Tooth decay', 'Dental health diets for dogs', 'University of Pittsburgh School of Dental Medicine', 'Dental emergency', 'Dental sealant', 'Dental amalgam controversy', 'Maternal health', 'Dental extraction', 'Dental health diets for cats', 'Remineralisation of teeth', 'Dental braces', 'Dental Service Organizations', 'Veterinary dentistry', 'Health professional', 'Tooth enamel', 'Creighton University School of Dentistry', 'Oral candidiasis', 'Mouthwash', 'Mouth ulcer', 'Tooth polishing', 'Gingivitis', 'Gingival sulcus', 'Dental composite', 'Fluoride varnish', 'Health Promotion Board', 'Geriatric dentistry', 'Periodontal charting']","['53573646', '22280059', '49696870', '11505496', '1129167', '5993844', '902683', '334714', '47716569', '4063979', '2536716', '14894253', '487691', '52704312', '51599956', '1560270', '1118041', '6111114', '8115128', '498206', '17619560', '14449632', '1078092', '1303118', '982883', '9566513', '25271733', '287542', '8005', '6142110', '33865204', '31487496', '24908053', '8053575', '17584743', '20630639', '14878724', '3481430', '4042253', '13988148', '19159857', '11131101', '20854161', '414350', '314628', '2742291', '28843217', '3437639', '4420263', '1881464', '15837161', '2684023', '7971166', '19637986', '7438702', '245973', '782', '878898', '47285297', '14777871']"
620,Health>Pediatrics,"['Pediatrics', 'Journal of Developmental and Behavioral Pediatrics', 'Social pediatrics', 'Neonatology', 'Julien Hoffman', 'Journal of Adolescent Health', 'Shahraban Abdullah', 'Navodaya Medical College', 'Pedology', 'Children Complex Multan', 'Pratury Trirumala Rao', 'K S Hegde Medical Academy', 'Stony Brook University School of Medicine', 'Pediatric gastroenterology', 'Tezpur Medical College', 'Instruments used in general medicine', 'National Hospital Organization Nagara Medical Center', 'Caldwell Memorial Hospital', 'Baroda Medical College', 'Pediatric emergency medicine', 'Geisinger Medical Center', 'Credence Hospital', 'Nsambya Hospital', 'Didecyldimethylammonium chloride', 'Sri Devaraj Urs Medical College', 'Sunny Kurian', 'NRI Academy of Medical Sciences', 'Spartan Health Sciences University', 'SEICAP', 'Marshfield Clinic', 'Eduard Estivill Sancho', 'Tertiary referral hospital', 'Bolan Medical College', 'Sundaram Medical Foundation', 'Bikur Cholim Hospital', 'Hamad Medical Corporation', 'Thumbay Hospital', 'Sentinel loop', 'Kashyapa Samhita', 'Sreekantapuram hospital', 'Loyola University Medical Center', 'Journal of Early Childhood Research', 'Philippine Journal of Allied Health Sciences', 'Nocturnist', 'Siddhartha Medical College', 'Misericordia Community Hospital', 'Mahibadhoo', 'Amager Hospital', 'Benign neonatal sleep myoclonus', 'Meditrina Hospital']","['10794403', '12189275', '26308337', '22303140', '14904452', '8911344', '37503035', '29030210', '12813475', '40972584', '2407353', '15034923', '17545148', '38872324', '41612921', '33823889', '31777219', '11994599', '5744636', '8023707', '2365251', '4488696', '19840648', '6992885', '42909323', '33842486', '1466489', '8785909', '22681499', '44613689', '39337624', '23593', '649556', '20119634', '51144305', '35944875', '19867356', '4934010', '30728005', '1465932', '20047261', '6914180', '3519654', '34155171', '37294561', '45484967', '2611263', '46566989', '31456541', '48646709']"
621,Health>Pharmacy,"['Pharmacy', 'Online pharmacy', 'Pharmacy school', 'Pharmacy technician', 'Well Pharmacy', 'UCL School of Pharmacy', 'Pharmacy automation', 'Doctor of Pharmacy', 'History of pharmacy', 'Appalachian College of Pharmacy', 'Pharmacy stop', 'Bachelor of Pharmacy', 'Albany College of Pharmacy and Health Sciences', 'Pharmacy research', 'Hospital pharmacy', 'Clinical pharmacy', 'Independent pharmacy', 'Pharmacist', 'Journal of Pharmacy and Pharmacology', 'Master of Pharmacy', 'Esteve Pharmacy', 'National Association of Boards of Pharmacy', 'Board of Pharmacy Specialties', 'Psychiatric pharmacy', 'Anthroposophic pharmacy', 'University of the Sciences', 'Nuclear pharmacy', 'Compounding', 'Board of Pharmacy', 'JSS College of Pharmacy', 'Joint Commission of Pharmacy Practitioners', 'Qwensel House', 'The Oxford college of Pharmacy', 'Journal of Pharmacy and Pharmaceutical Sciences', 'Journal of Oncology Pharmacy Practice', 'Collaborative practice agreement', 'Journal of Pharmacy Practice', 'Drug Development and Industrial Pharmacy', 'UK Clinical Pharmacy Association', 'International Journal of Clinical Pharmacy', 'Journal of Clinical Pharmacy and Therapeutics', 'Current Trends in Biotechnology and Pharmacy', 'Pharmacy and Therapeutics', 'Preferred pharmacy network', 'Faculty of Pharmacy of Monastir', 'Rite Aid', 'CVS Caremark', 'Telepharmacy', 'Medical prescription', 'International Pharmaceutical Federation', 'Pharmaceutics', 'Apothecary', 'Pharmacocybernetics', 'Pharmaconomy', 'Alpha Zeta Omega', 'Centro Escolar University', 'Syrian Private University', 'Midwestern University', 'Express Scripts', 'AmerisourceBergen']","['24730184', '14702448', '9695644', '5609097', '51529457', '50293527', '3902072', '10425105', '53908512', '7521201', '16891479', '707762', '23167287', '28045270', '54437182', '31614353', '6930471', '4441003', '50227371', '47044752', '54052127', '50231047', '33892665', '33924987', '50228209', '39774750', '5551141', '304263', '21220264', '7478096', '5828184', '192605', '297350', '3442784', '25798453', '38187914', '14831636', '43835917', '1273580', '38888706', '32424889', '26281277', '1662617', '40076768', '43867502', '531066', '46636213', '284987', '24053916', '2758679', '1445945', '1274598', '5242967', '3336019', '2293587', '873636', '920218', '37441392', '11749533', '29997675']"
622,Health>Pharmacy>Drugs & Medications,"['Psychiatric medication', 'Drug holiday', 'Drug', 'Counterfeit medications', 'Prescription drug', 'Antiparkinson medication', 'Medication Administration Record', 'Antimigraine drug', 'Pharmaceutical drug', 'Fertility medication', 'Combination drug', 'Psychoactive drug', 'Route of administration', 'Medication phobia', 'Fixed drug reaction', 'Medication overuse headache', 'Drug rehabilitation', 'Drug allergy', 'Food and Drug Administration', 'Drug overdose', 'New drug application', 'Drug fraud', 'Antiviral drug', 'Antimalarial medication', 'Unused drug', 'Transdermal patch', 'Antithyroid agent', 'Drug withdrawal', 'Combined drug intoxication', 'Immunosuppressive drug', 'Drug therapy problems', 'Medications used in dentistry and periodontics', 'Drug eruption', 'Anticonvulsant', 'Recreational drug use', 'Drug interaction', 'Drug harmfulness', 'Anxiolytic', 'Drug expiration', 'Antihypertensive drug', 'Sex and drugs', 'Prescription costs', 'Drug liberalization', 'Photosensitive drug reaction', 'Antipsychotic', 'Club drug', 'Substance dependence', 'Illegal drug trade', 'Drug nomenclature', 'Drug policy', 'McGill Historical Drug Store Museum', 'Abbreviated New Drug Application', 'Antidepressant', 'Bullous drug reaction', 'Substance abuse', 'Drug recycling', 'Poly drug use', 'Generic drug', 'Drug paraphernalia', 'Pharmacy']","['179962', '633467', '186625', '12410589', '19593553', '2870', '9773940', '49197', '2869', '185896', '8749973', '10293733', '20949181', '9311172', '11675935', '18832275', '53643286', '15775369', '33662378', '553683', '1099396', '13803076', '37855063', '313009', '427922', '25970819', '419447', '1428240', '21372622', '11632', '218449', '249958', '2843232', '322210', '24963711', '23529877', '1340774', '180121', '21165831', '18665076', '359238', '57762', '33632441', '25949', '334816', '5384623', '1778796', '765424', '53941965', '6109226', '2388', '21372734', '218456', '12686484', '53941967', '293885', '20064349', '297350', '3588536', '102959']"
623,Health>Public Health,"['Professional degrees of public health', 'Public health law', 'UCLA School of Public Health', 'Public health insurance option', 'Public health informatics', 'Public health genomics', 'Doctor of Public Health', 'Publicly funded health care', 'Public health observatory', 'Bachelor of Science in Public Health', 'Health policy', 'Dental public health', 'GIS and public health', 'Health crisis', 'Environmental health officer', '10 Essential Public Health Services', 'Health', 'University of Pittsburgh Graduate School of Public Health', 'Encyclopedia of Public Health', 'Health system', 'Public health surveillance', 'Public Health Emergency of International Concern', 'Health education', 'Perspectives in Public Health', 'Health professional', 'Health minister', 'Community health', 'Health communication', 'Medical Officer for Health', 'Public health journal', 'Healthism', 'Environmental health', 'European Public Health Association', 'Health administration', 'Health psychology', 'Health services research', 'Health and Social Care Directorates', 'University of Waterloo Faculty of Applied Health Sciences', 'Health equity', 'Health department', 'Universal health care', 'World Health Organization', 'Drexel University School of Public Health', 'Veterinary public health', 'Globalization and Health', 'Health visitor', 'Outline of health', 'Environmental Health Perspectives', 'Institute for Public Health Sciences', 'Health care', 'Health intervention', 'Society for Public Health Education', 'NHS special health authority', 'Global health', 'Makerere University School of Public Health', 'Race and health', 'International health', 'Scandinavian Journal of Public Health', 'Ecosystem health', 'Health law']","['38509307', '11101687', '1223546', '14449632', '9398622', '22632131', '632688', '11956390', '314696', '8774042', '20435852', '22180696', '17893620', '80381', '11038718', '10311325', '21021107', '32890301', '1553186', '2459566', '1810614', '1287342', '8695082', '6142110', '1465997', '10942453', '60976', '3616449', '7531458', '7586301', '16908870', '7646602', '31835076', '4682876', '42694003', '8767449', '4905289', '24008878', '541992', '794242', '347219', '2497276', '325717', '10120909', '570661', '14649238', '4642647', '26468653', '33583', '40159918', '2118246', '261925', '11456995', '6635442', '15729059', '24506673', '3389360', '9819863', '31835276', '36212924']"
624,Health>Public Health>Health Policy,"['Health policy', 'Environmental health policy', 'Health system', 'Health services research', 'UNC Gillings School of Global Public Health', 'Public health', 'Pharmaceutical policy', 'Health human resources', 'UC Berkeley School of Public Health', 'World Health Organization', 'Health insurance', 'Social policy', 'Health policy and management', 'Health economics', 'Health crisis', 'University of Pittsburgh Graduate School of Public Health', 'Star Health and Allied Insurance', 'Professional degrees of public health', 'Journal of Contemporary Health Law and Policy', 'European Observatory on Health Systems and Policies', 'Health psychology', 'Health impact assessment', 'Bachelor of Science in Public Health', 'Health technology assessment', 'Policy studies', 'Health equity', 'Assistant Secretary of Defense for Health Affairs', 'Drug policy', 'Association of Reproductive Health Professionals', 'Policy analysis', 'Health advocacy', 'Mental health', 'Journal of Health Care for the Poor and Underserved', 'Environmental health', 'Universal health care', 'European Health Forum Gastein', 'Health systems strengthening', 'Policy Monitoring', 'Health Economics', 'Reproductive health', 'Food policy', 'Vaccination policy', 'Doctor of Public Health', 'Health insurance mandate', 'Health administration', 'Health education', 'World Health Report', 'Environmental policy', 'World Health Assembly', 'Population health policies and interventions', 'Dental public health', 'Master of Public Policy', 'National Health and Nutrition Examination Survey', 'Acheson Report', 'Heller School for Social Policy and Management', 'Monetary policy', 'National Institute of Mental Health', 'Office of National AIDS Policy', 'European Institute for Health Records', 'Milken Institute School of Public Health']","['16065669', '15528994', '11101687', '9398622', '12686484', '314696', '53417080', '3407706', '30983757', '43142555', '3766266', '265751', '11038718', '7323614', '32890301', '265753', '2459566', '1810614', '2306731', '4279531', '490201', '24476986', '8695082', '42950497', '1465997', '10942453', '60976', '50835353', '22406877', '29005583', '5908069', '990505', '10338164', '41315495', '639389', '10412265', '4682876', '463734', '2159778', '852274', '28758308', '4683165', '9764151', '570661', '14649238', '13107678', '1831570', '33583', '27921643', '14509491', '14449632', '8098264', '1839465', '364031', '24849048', '297032', '14407895', '455909', '10815283', '51902843']"
625,Health>Public Health>Occupational Health & Safety,"['Occupational safety and health', 'European Agency for Safety and Health at Work', 'Occupational medicine', 'National Institute of Occupational Safety and Health', 'Occupational fatality', 'Selikoff Centers for Occupational Health', 'Occupational noise', 'Agricultural safety and health', 'Health and Safety Executive', 'Construction site safety', 'Workplace health surveillance', 'Occupational health psychology', 'International Commission on Occupational Health', 'Occupational disease', 'Health professional', 'Prevention through design', 'Safety data sheet', 'Occupational Safety and Health Review Commission', 'Occupational health nursing', 'GEOLibrary', 'Occupational Safety and Health Professional Day', 'Occupational exposure banding', 'Health and safety hazards of nanomaterials', 'Institute for Work and Health', 'Occupational injury', 'Engineering controls', 'Occupational heat stress', 'Administrative controls', 'Psychosocial hazard', 'Society for Occupational Health Psychology', 'WorkSafeBC', 'Health', 'Personal protective equipment', 'Lone worker monitoring', 'Job safety analysis', 'International Chemical Safety Cards', 'Total Worker Health', 'Occupational dust exposure', 'Safety culture', 'Occupational hearing loss', 'Basic Occupational Health Services', 'Control banding', 'Safety net', 'Workplace safety', 'Transneft', 'Office of Mine Safety and Health Research', 'Workplace violence', 'Police officer safety and health', 'Safety', 'Effective safety training', 'Biosafety', 'Occupational skin diseases', 'Health effect', 'Hand arm vibrations', 'Good safety practice', 'Isobutyl acetate', 'Grain facility occupational exposure', 'International Archives of Occupational and Environmental Health', 'WHO Collaborating Centres', 'Forklift']","['53513858', '48101601', '17573654', '766544', '12310114', '50800008', '763221', '12645229', '80381', '361308', '53376859', '6142110', '51684816', '4062415', '6248865', '11056914', '23463344', '8105601', '15609570', '26127310', '1650021', '52286616', '53741891', '21689547', '34123709', '18079605', '47655600', '49163297', '491353', '8417064', '763780', '35319154', '38574171', '55530', '52292768', '19454783', '47713464', '252712', '2994173', '337353', '7417978', '52671065', '21511546', '37423001', '5707669', '28344833', '17612272', '1867976', '4614170', '45259', '12337960', '237199', '7635652', '40913342', '22966174', '1976739', '47585797', '2997801', '49183081', '6629974']"
